PARAMETER_CODE,DMR_PARAMETER_DESC,POLLUTANT_CODE,PARENT_CATEGORY,SUB_CATEGORY,TOXICS_PARAMETER_DESC_MATCHED,ESMR_PARAMETER_DESC
82589,"Drilling fluids, free oil",11224,Other,Other,,No Match (unconfirmed)
82590,"Drilling fluids, toxicity",11226,Other,Other,,No Match (unconfirmed)
82591,"Drilling fluids, end of well toxicity",11223,Other,Other,,No Match (unconfirmed)
82592,"Drilling fluids, discharge rate",11222,Other,Other,,No Match (unconfirmed)
82593,"Drilling fluids, oil content",11225,Other,Other,,No Match (unconfirmed)
82594,"Drilling fluids, volume",11227,Other,Other,,No Match (unconfirmed)
82595,"Drill cuttings, free oil",11217,Other,Fuel,,No Match (unconfirmed)
82596,"Drilling cuttings, volume",11219,Other,Other,,No Match (unconfirmed)
82597,"Deck drainage, free oil",11146,Other,Fuel,,No Match (unconfirmed)
82598,"Deck drainage, volume",11147,Uncategorized,Uncategorized,,No Match (unconfirmed)
82599,"Produced water, oil and grease",10364,Other,Fuel,,No Match (unconfirmed)
82600,"Produced water, flow",12131,Flow,Flow,,No Match (unconfirmed)
82601,"Produced sand, free oil",12127,Other,Fuel,,No Match (unconfirmed)
82602,"Produced sand, weight",12128,Solids,Suspended Solids,,No Match (unconfirmed)
82603,"Well fluids, free oil",12505,Other,Fuel,,No Match (unconfirmed)
82604,"Well fluids, volume",12507,Uncategorized,Uncategorized,,No Match (unconfirmed)
82605,"Sanitary waste, residual chlorine",12200,Inorganics,Disinfectants,,No Match (unconfirmed)
82606,"Sanitary waste, flow",12199,Flow,Flow,,No Match (unconfirmed)
82607,"Sanitary waste, solids",12201,Solids,Suspended Solids,,No Match (unconfirmed)
82608,"Domestic waste, foam and floating solids",11215,Other,Other,,No Match (unconfirmed)
82609,"Desalinization unit, free oil",11153,Other,Fuel,,No Match (unconfirmed)
82616,Azinphos-methyl,10406,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82625,Dibromochloropropane,10416,Uncategorized,Uncategorized,,No Match (unconfirmed)
82627,p-Chloro-m-cresol,12036,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82629,"Backwash cycles, total number of",10864,Uncategorized,Uncategorized,,No Match (unconfirmed)
82630,Metribuzin,10628,Uncategorized,Uncategorized,,No Match (unconfirmed)
82635,"Volatile halogenated organics [VHO], tot",12481,Organics,Other Organics,,No Match (unconfirmed)
82637,"Benzene, 1-chloro-4-[trifluoromethyl]-",10915,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82666,"Linuron, total recoverable",12464,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82670,"Tebuthiuron, total recoverable",12470,Uncategorized,Uncategorized,,No Match (unconfirmed)
82676,"Pronamide, total recoverable",10873,Uncategorized,Uncategorized,,No Match (unconfirmed)
82682,"DCPA, total recoverable",10023,Uncategorized,Uncategorized,,No Match (unconfirmed)
82683,"Pendimethalin, total recoverable",10887,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82687,"Permethrin, total recoverable",11132,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82696,"Cyanazine, total recoverable",12154,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82698,TCDD equivalents,10711,Toxic Organics,Toxic Organics,,TCDD Equivalents
82699,Endrin + endrin aldehyde [sum],10717,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
83503,Distance from shore,11208,Uncategorized,Uncategorized,,No Match (unconfirmed)
83512,Vegetative cover,12474,Uncategorized,Uncategorized,,No Match (unconfirmed)
84066,Oil and grease visual,10364,Other,Fuel,,No Match (unconfirmed)
84085,Volatile organics detected,10366,Organics,Other Organics,,No Match (unconfirmed)
84103,Dioxin laboratory - alpha code,11194,Other,Other,,No Match (unconfirmed)
84105,Oil - separator obsv - assessment,11902,Other,Fuel,,No Match (unconfirmed)
84106,Evaporator/bed obsv - assessment,11289,Uncategorized,Uncategorized,,No Match (unconfirmed)
84107,Area inspection visual,10827,Uncategorized,Uncategorized,,No Match (unconfirmed)
84108,Drain field insp assessment,11216,Uncategorized,Uncategorized,,No Match (unconfirmed)
84109,Sludge buildup visual,12216,Uncategorized,Uncategorized,,No Match (unconfirmed)
84110,Pond observation,12107,Uncategorized,Uncategorized,,No Match (unconfirmed)
84130,"Outfall observation,visual, y/n response",11913,Uncategorized,Uncategorized,,No Match (unconfirmed)
84165,Discharge event observation [Visual Monitoring],11203,Uncategorized,Uncategorized,,No Match (unconfirmed)
84367,Pollutant table from 503.13,12102,Uncategorized,Uncategorized,,No Match (unconfirmed)
84368,Level of pathogen requirements achieved,11643,Other,Other,,No Match (unconfirmed)
84369,Description of pathogen option used,11154,Pathogens,Pathogens,,No Match (unconfirmed)
84370,Vector attraction reduction alternative used,12473,Uncategorized,Uncategorized,,No Match (unconfirmed)
84381,Tidal stage,12409,Other,Other,,No Match (unconfirmed)
85001,Suspended solids,10486,Solids,Suspended Solids,,No Match (unconfirmed)
85002,Biochemical oxygen demand-5,10178,Organics,COD,,No Match (unconfirmed)
85047,"Animals, total estimated no. of",10811,Uncategorized,Uncategorized,,No Match (unconfirmed)
85209,Algal growth potential,10796,Uncategorized,Uncategorized,,No Match (unconfirmed)
85327,Water level at sample collection time,12499,Other,Other,,No Match (unconfirmed)
85539,Report due [yrmoda],12182,Uncategorized,Uncategorized,,No Match (unconfirmed)
85662,"Flow, direction",11312,Flow,Flow,,No Match (unconfirmed)
85663,Velocity of intake,12476,Uncategorized,Uncategorized,,No Match (unconfirmed)
85667,"1,1-Dichloro-1-fluoroethane",10260,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
85668,"1-Chloro-1,1-difluoroethane",11260,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
85669,"1,1,1-Trifluoroethane",11252,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
85670,"1,1,1,3,3-Pentafluorobutane",10991,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
85757,Fenvalerate,10941,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
85771,Corrugated media - markt pulp air-dried,11117,Uncategorized,Uncategorized,,No Match (unconfirmed)
85772,Stickwater discharge,12271,Uncategorized,Uncategorized,,No Match (unconfirmed)
85773,De-inked washed fiber,11142,Uncategorized,Uncategorized,,No Match (unconfirmed)
85774,De-inked floatation fiber,11141,Uncategorized,Uncategorized,,No Match (unconfirmed)
85775,Purchased paper,12163,Uncategorized,Uncategorized,,No Match (unconfirmed)
85776,Fine paper machine - dried,11299,Uncategorized,Uncategorized,,No Match (unconfirmed)
85777,Raw materials processed,12179,Uncategorized,Uncategorized,,No Match (unconfirmed)
85778,Pulp Production,12161,Uncategorized,Uncategorized,,No Match (unconfirmed)
939,"Potassium, total recoverable",5948,Nutrients,Potassium,,No Match (unconfirmed)
77903,Bis[2-ethylhexyl] adipate,11395,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82204,2-Acetyl aminoflourcene,10780,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
71868,"Iodine, total",2208,Uncategorized,Uncategorized,,No Match (unconfirmed)
71870,Bromide [as Br],724,Uncategorized,Uncategorized,,No Match (unconfirmed)
71871,"Bromine, reported as the element",725,Uncategorized,Uncategorized,,No Match (unconfirmed)
71872,Bromine chloride,10989,Solids,Dissolved Solids,,No Match (unconfirmed)
71875,Hydrogen sulfide,10309,Inorganics,Toxic Inorganics,,No Match (unconfirmed)
71880,Formaldehyde,10288,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
71888,"Phosphorus, total soluble [as PO4]",5878,Nutrients,Phosphorus,,No Match (unconfirmed)
71890,"Mercury, dissolved [as Hg]",2448,Metals,Mercury,,No Match (unconfirmed)
71900,"Mercury, total [as Hg]",2448,Metals,Mercury,,No Match (unconfirmed)
71901,"Mercury, total recoverable",2448,Metals,Mercury,,No Match (unconfirmed)
71910,"Gold, total [as Au]",1942,Uncategorized,Uncategorized,,No Match (unconfirmed)
71911,"Rare earth metals, total",12178,Metals,Other Metals,,No Match (unconfirmed)
71921,"Mercury, tot in bot deposits [dry wgt]",2448,Metals,Mercury,,No Match (unconfirmed)
72009,Elevation of original ground,11234,Other,Other,,No Match (unconfirmed)
72019,Depth to water level ft below landsurface,11151,Other,Other,,No Match (unconfirmed)
72025,Depth of pond or reservoir in feet,11150,Uncategorized,Uncategorized,,No Match (unconfirmed)
72026,Detention time,11155,Uncategorized,Uncategorized,,No Match (unconfirmed)
72035,Pump hours,12162,Uncategorized,Uncategorized,,No Match (unconfirmed)
72047,"Gases, total dissolved",11344,Other,Fuel,,No Match (unconfirmed)
72048,Seawater in drilling fluids,12205,Other,Other,,No Match (unconfirmed)
72049,Freshwater in drilling fluids,4647,Other,Other,,No Match (unconfirmed)
72107,Length of longest pH excursion,11642,pH,pH,,No Match (unconfirmed)
72108,% of time exceeding pH limits,11996,pH,pH,,No Match (unconfirmed)
72110,Elevation of top of well casing,11235,Other,Other,,No Match (unconfirmed)
73010,"Ethyl ether, by gas chromatograph",10253,Other,Fuel,,No Match (unconfirmed)
73037,"3,4,5-Trichlorocatechol",10634,Uncategorized,Uncategorized,,No Match (unconfirmed)
73047,Tetrachloroguaiacol,12003,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
73050,Tetrachlorocatechol,10633,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
73054,Trichlorosyringol,12020,Uncategorized,Uncategorized,,No Match (unconfirmed)
73088,"4,5,6-Trichloroguaiacol",12005,Uncategorized,Uncategorized,,No Match (unconfirmed)
73089,"4,5,6-Trichloroguaiacol",12005,Uncategorized,Uncategorized,,No Match (unconfirmed)
73128,Benzyl chloride,10124,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
73155,"PCB-1221, dry weight",4878,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
85846,"1,2,3,6,7,8-HXCDF, total sludge",11176,Uncategorized,Uncategorized,,No Match (unconfirmed)
85847,"1,2,3,7,8,9-HXCDF, total sludge",11177,Uncategorized,Uncategorized,,No Match (unconfirmed)
85848,"2,3,4,6,7,8-HXCDF, total sludge",11179,Uncategorized,Uncategorized,,No Match (unconfirmed)
85849,"1,2,3,4,6,7,8-HPCDD, total sludge",11165,Uncategorized,Uncategorized,,No Match (unconfirmed)
85850,"1,2,3,4,6,7,8-HPCDF, total sludge",11173,Uncategorized,Uncategorized,,No Match (unconfirmed)
85851,"1,2,3,4,7,8,9-HPCDF, total sludge",11174,Uncategorized,Uncategorized,,No Match (unconfirmed)
85852,"3,3',4,4'-TCB, total sludge",10622,Uncategorized,Uncategorized,,No Match (unconfirmed)
85853,"3,4,4',5-TCB, total sludge",10623,Uncategorized,Uncategorized,,No Match (unconfirmed)
85854,"3,3',4,4',5-PECB, total sludge",10621,Uncategorized,Uncategorized,,No Match (unconfirmed)
85855,"2,3,3',4,4'-PECB, total sludge",10618,Uncategorized,Uncategorized,,No Match (unconfirmed)
85856,"2,3',4,4',5-PECB, total sludge",10614,Uncategorized,Uncategorized,,No Match (unconfirmed)
85857,"2,3',4,4',5'-PECB, total sludge",10612,Uncategorized,Uncategorized,,No Match (unconfirmed)
85858,"2,3,4,4',5-PECB, total sludge",10619,Uncategorized,Uncategorized,,No Match (unconfirmed)
85859,"3,3',4,4',5,5'-HXCB, total sludge",10620,Uncategorized,Uncategorized,,No Match (unconfirmed)
85860,"2,3,3',4,4',5-HXCB, total sludge",10617,Uncategorized,Uncategorized,,No Match (unconfirmed)
85861,"2,3,3',4,4',5'-HXCB, total sludge",10615,Uncategorized,Uncategorized,,No Match (unconfirmed)
85862,"2,3',4,4',5,5'-HXCB, total sludge",10613,Uncategorized,Uncategorized,,No Match (unconfirmed)
85863,"2,3,3',4,4',5,5'-HPCB, total sludge",10616,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
85864,"2,3,3',4,4',5,5'-HPCB, total sludge",10616,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
85865,"2,3,7,8-TCDD TTE, total sludge",10712,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TA1AA,LC50 Mycd Shrimp Static Defn,4677,Uncategorized,Uncategorized,,No Match (unconfirmed)
TA1BA,LC50 Shee Minnow Static Defn,4677,Uncategorized,Uncategorized,,No Match (unconfirmed)
TA1CA,LC50 Fthd Minnow Static Defn,4677,Uncategorized,Uncategorized,,No Match (unconfirmed)
TAA1A,LC50 Static 48Hr Acute Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAA1B,LC50 Static 48Hr Acute L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAA1C,LC50 Static 48Hr Acute Champia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAA3A,LC50 Static 48Hr Acute Arbacia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAA3B,LC50 Static 48Hr Acute Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAA3C,LC50 Static 48Hr Acute D. Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAA3D,LC50 Static 48Hr Acute D. Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAA3E,LC50 Static 48Hr Acute Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAA6A,LC50 Static 48Hr Acute Cyprinodon,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAA6B,LC50 Static 48Hr Acute Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAA6C,LC50 Static 48Hr Acute Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAA6D,LC50 Static 48Hr Acute Salmo Gair.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAA6E,LC50 Static 48Hr Acute Lepomis Macrochirus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAA6F,LC50 Static 48Hr Acute Salvel. Salmonid,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAA6H,LC50 Static 48Hr Acute Cyprinella Leedsi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBP3D,Noel Statre 7Day Chronic D. Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBP3E,Noel Statre 7Day Chronic Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBP6A,Noel Statre 7Day Chronic Cyprinodon,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBP6B,Noel Statre 7Day Chronic Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBP6C,Noel Statre 7Day Chronic Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBP6D,Noel Statre 7Day Chronic Salmo Gair.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBP6E,Noel Statre 7Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBP6H,Noel Statre 7 Day Chronic Cyprinella Leedsi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBQ6F,Noel Statre 10Day Chronic Salvel. Salmonid,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBW6E,Noel Flth 48Hr Acute Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBX6E,Noel Flth 96Hr Acute Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBY1A,Noel Flth 4Day Chronic Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBY1B,Noel Flth 4Day Chronic L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBY1C,Noel Flth 4Day Chronic Champia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBY3A,Noel Flth 4Day Chronic Arbacia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBY3B,Noel Flth 4Day Chronic Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBY3C,Noel Flth 4Day Chronic D. Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBY3D,Noel Flth 4Day Chronic D. Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBY3E,Noel Flth 4Day Chronic Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBY6A,Noel Flth 4Day Chronic Cyprinodon,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBY6B,Noel Flth 4Day Chronic Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBY6C,Noel Flth 4Day Chronic Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBY6D,Noel Flth 4Day Chronic Salmo Gair.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBY6E,Noel Flth 4Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBZ1A,Noel Flth 7Day Chronic Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBZ1B,Noel Flth 7Day Chronic L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBZ1C,Noel Flth 7Day Chronic Champia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBZ3A,Noel Flth 7Day Chronic Arbacia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBZ3B,Noel Flth 7Day Chronic Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBZ3C,Noel Flth 7Day Chronic D. Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBZ3D,Noel Flth 7Day Chronic D. Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBZ3E,Noel Flth 7Day Chronic Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBZ6A,Noel Flth 7Day Chronic Cyprinodon,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBZ6B,Noel Flth 7Day Chronic Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBZ6C,Noel Flth 7Day Chronic Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBZ6D,Noel Flth 7Day Chronic Salmo Gair.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBZ6E,Noel Flth 7Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCA3B,%Effect Static 48Hr Acute Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCA6E,%Effect Static 48Hr Acute Lepomis Macrochirus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCC6E,%Effect Static 4 Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCD6E,%Effect Static 7Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCE3B,%Effect Static 24Hr Acute Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCE6C,%Effect Static 24Hr Acute Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCM1A,%Effect Statre 48Hr Acute Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCM1B,%Effect Statre 48Hr Acute L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCM1C,%Effect Statre 48Hr Acu. Champia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCM3A,%Effect Statre 48Hr Acute Arbacia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCM3B,%Effect Statre 48Hr Acute Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCM3C,%Effect Statre 48Hr Acute D. Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCM3D,%Effect Statre 48Hr Acute D. Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCM3E,% Effect Statre 48Hr Acute Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCM6A,%Effect Statre 48Hr Acute Cyprinodon,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCM6B,%Effect Statre 48Hr Acute Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCM6C,%Effect Statre 48Hr Acute Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TCM6E,%Effect Static Renewal 48Hr Acute Lepomis Macrochirus,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TCN1A,%Effect Static Renewal 96Hr Acute Selenastrum capricoruntum,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TCN1B,%Effect Static Renewal 96Hr Acute L. Minor,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TCN1C,%Effect Static Renewal 96Hr Acute Champia parvula,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TCN3A,%Effect Static Renewal 96Hr Acute Arbacia punctulata,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TCN3B,%Effect Static Renewal 96Hr Acute Ceriodaphnia dubia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TCN3C,%Effect Static Renewal 96Hr Acute Daphnia magna,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TCN3D,%Effect Static Renewal 96Hr Acute Daphnia pulex,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TCN3E,% Effect Static Renewal 96Hr Acute Mysidopsis bahia,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TCN6A,%Effect Static Renewal 96Hr Acute Cyprinodon variegatus,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
