IR_PARAMETER_DESC,PARENT_CATEGORY,SUB_CATEGORY
"Halogens, adsorbable organic",Uncategorized,Uncategorized
Bioassay [96 hr],Uncategorized,Uncategorized
Bioassay [48 hr],Uncategorized,Uncategorized
Bioassay [24 hr],Uncategorized,Uncategorized
"Toxicity, choice of species",Aquatic Toxicity,Aquatic Toxicity
"Toxicity, trout",Aquatic Toxicity,Aquatic Toxicity
"Toxicity, sand dollar",Solids,Suspended Solids
Biochemical oxygen demand,Organics,COD
Total suspendable solids,Solids,Suspended Solids
Total phenols,Toxic Organics,Toxic Organics
Flow meter calibration,Flow,Flow
"Stickwater, effluent percent recycled",Uncategorized,Uncategorized
"Stickwater, effluent volume recycled",Uncategorized,Uncategorized
"Production, seafood effluent",Other,Other
p-Dichlorobenzene,Toxic Organics,Toxic Organics
"Solids, total dissolved, total tons",Solids,Suspended Solids
"2,4,5-Trichlorophenoxypropionic acid",Toxic Organics,Toxic Organics
"2-Methyl-4,6-dinitrophenol",Toxic Organics,Toxic Organics
"Purgeable hydrocarbons, Meth. 601",Toxic Organics,Toxic Organics
Purgeable aromatics Method 602,Toxic Organics,Toxic Organics
Temp. diff. between up/down stream deg. F,Temperature,Temperature
Chlorine produced oxidants,Inorganics,Disinfectants
"1,2-Dichloropropylene",Toxic Organics,Toxic Organics
"Amyl acetate, total",Toxic Organics,Toxic Organics
"Toxicity, salmo acute",Aquatic Toxicity,Aquatic Toxicity
"Toxicity, salmo chronic",Aquatic Toxicity,Aquatic Toxicity
"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin",Toxic Organics,Toxic Organics
Human enteric virus,Pathogens,Pathogens
Dichloromethane,Toxic Organics,Toxic Organics
"Hydrazines, total",Toxic Organics,Toxic Organics
Tributyltin,Metals,Tin
"1,2-cis-Dichloroethene",Toxic Organics,Toxic Organics
4-Isopropyltoluene,Toxic Organics,Toxic Organics
"Prometryn, total recoverable",Toxic Organics,Toxic Organics
"Propachlor, total recoverable",Uncategorized,Uncategorized
"Prometon, total recoverable",Uncategorized,Uncategorized
Cyanazine,Toxic Organics,Toxic Organics
Chlorfenvinphos,Uncategorized,Uncategorized
"Dicamba, 5-hydroxy-, total recoverable",Uncategorized,Uncategorized
"Fenarimol, total recoverable",Uncategorized,Uncategorized
Number of batches,Uncategorized,Uncategorized
"Chlorine, free residual, total effluent",Inorganics,Disinfectants
"Isopropyl acetate, total effluent",Toxic Organics,Toxic Organics
Methyl cellosolve,Toxic Organics,Toxic Organics
o-Dichlorobenzene,Toxic Organics,Toxic Organics
"Pentane, total effluent",Uncategorized,Uncategorized
Phosphorus [reactive as P],Nutrients,Phosphorus
"Halocarbons, purgeable scan, effluent",Organics,COD
"Halocarbons, purgeable scan, sludge",Organics,COD
"Aromatic, purgeable scan, effluent",Uncategorized,Uncategorized
"Aromatic, purgeable scan, sludge",Uncategorized,Uncategorized
"Phenolic, total scan effluent",Toxic Organics,Toxic Organics
"Phenolic, total scan sludge",Toxic Organics,Toxic Organics
"PCB, total, scan effluent",Toxic Organics,Toxic Organics
"PCB, total sludge, scan code",Toxic Organics,Toxic Organics
Free liquids in sludge,Uncategorized,Uncategorized
"Phosphate, ortho [as P]",Nutrients,Phosphorus
Triallate,Uncategorized,Uncategorized
"U-236, total wtr",Uncategorized,Uncategorized
Total residual ooxidant-discharge time,Uncategorized,Uncategorized
"Dicyclohexylamine, total",Uncategorized,Uncategorized
"Misc. free oil in Western GOM, OCS",Other,Fuel
"Nitrogen, total, as NO3, [water]",Nutrients,Nitrogen
"PCB-1016, bot. sed., dry weight",Toxic Organics,Toxic Organics
Polychlorinated biphenyls [PCBs],Inorganics,Disinfectants
PCBs in bottom deps. [dry solids],Toxic Organics,Toxic Organics
Polybrominated diphenyl oxides,Uncategorized,Uncategorized
Parathion,Uncategorized,Uncategorized
Demeton,Uncategorized,Uncategorized
Guthion,Uncategorized,Uncategorized
Methyl parathion,Toxic Organics,Toxic Organics
Mevinphos,Uncategorized,Uncategorized
TEPP,Uncategorized,Uncategorized
"Atrazine, dissolved",Toxic Organics,Toxic Organics
Captan,Uncategorized,Uncategorized
Hexachlorobenzene,Toxic Organics,Toxic Organics
"Hexachlorobenzene, dry weight",Toxic Organics,Toxic Organics
Hexachlorobutadiene,Toxic Organics,Toxic Organics
"Hexachlorobutadiene, dry weight",Toxic Organics,Toxic Organics
Picloram,Uncategorized,Uncategorized
"2,4-Dichlorophenoxyacetic acid",Toxic Organics,Toxic Organics
"2,4,5-T",Toxic Organics,Toxic Organics
Sevin,Uncategorized,Uncategorized
Mirex,Uncategorized,Uncategorized
Silvex,Uncategorized,Uncategorized
Dicofol,Uncategorized,Uncategorized
Lindane,Uncategorized,Uncategorized
Trithion,Uncategorized,Uncategorized
Chloroethylenebisthiocyanate,Toxic Organics,Toxic Organics
Sodium pentachloro- phenate,Toxic Organics,Toxic Organics
Imidan,Uncategorized,Uncategorized
".gamma.-Chlordane, whole water",Other,Radiation
Pyrethrins,Uncategorized,Uncategorized
Roundup,Uncategorized,Uncategorized
"Hydrocarbons, aromatic",Organics,COD
Isopropyl acetate,Toxic Organics,Toxic Organics
Isooctane,Toxic Organics,Toxic Organics
Propyl acetate,Toxic Organics,Toxic Organics
Chlorofluoromethane,Toxic Organics,Toxic Organics
Chlorodifluoromethane,Toxic Organics,Toxic Organics
N-Methylbenzenesulfonamide,Toxic Organics,Toxic Organics
Methyl phenol,Toxic Organics,Toxic Organics
Methylstyrene,Toxic Organics,Toxic Organics
Propanediol,Uncategorized,Uncategorized
Alkyl benzene sulfonated [ABS],Toxic Organics,Toxic Organics
"Alkyl bensene sulfonates, linear [LAS]",Toxic Organics,Toxic Organics
Chlorophenoxypropananol,Uncategorized,Uncategorized
1-Butanol,Toxic Organics,Toxic Organics
Methylenebisthiocyanate,Toxic Organics,Toxic Organics
"Butoxyethoxyethanol, total",Uncategorized,Uncategorized
Benzisothiazole,Toxic Organics,Toxic Organics
Methyl butenol,Toxic Organics,Toxic Organics
"Petrol hydrocarbons, total recoverable",Organics,COD
"Hexane, sediment, dry weight",Toxic Organics,Toxic Organics
Tetraethyl lead as alkyl lead,Metals,Lead
"Temperature rise, length of excursion",Temperature,Temperature
"Temperature, length of excursion",Temperature,Temperature
"Equipment outage, length of downtime",Other,Other
"Equipment outage, number of occurrences",Other,Other
Fish feed used,Other,Other
"Biomass, fish",Other,Other
"Floating solids, waste or visible foam-visual",Other,Other
Sanitary waste discharged-assessmnt,Uncategorized,Uncategorized
Intermittent discharge-assessment,Uncategorized,Uncategorized
Dinonyl phthalate,Toxic Organics,Toxic Organics
Phenols,Toxic Organics,Toxic Organics
"Hydrocarbons, total gas chromatograph",Other,Fuel
Organic Matter,Uncategorized,Uncategorized
"Phosphorus, brays",Nutrients,Phosphorus
Diethylhexyl phthalate [DEHP],Toxic Organics,Toxic Organics
Phorate,Uncategorized,Uncategorized
Ethyl parathion,Toxic Organics,Toxic Organics
"Alachlor, dissolved",Uncategorized,Uncategorized
"cis-1,2-Dichloroethylene, total",Toxic Organics,Toxic Organics
"2,2-Dichloropropane",Toxic Organics,Toxic Organics
Toxicity characteristic leaching procedure,Aquatic Toxicity,Aquatic Toxicity
"Zinc, total sludge",Metals,Zinc
"Nickel, total sludge",Metals,Nickel
"Lead, total sludge",Metals,Lead
"Copper, dry weight",Metals,Copper
"Solids, suspended percent removal, dry",Solids,Suspended Solids
"Solids, suspended percent removal, wet",Solids,Suspended Solids
"BOD, 5 day carbonaceous, % rmvl, dry",Organics,COD
Metam-sodium,Solids,Dissolved Solids
"Nabam, total",Uncategorized,Uncategorized
Naled,Uncategorized,Uncategorized
Oxamyl,Uncategorized,Uncategorized
Tetrachlorvinphos [Stirofos],Toxic Organics,Toxic Organics
"Terbutryn, total",Uncategorized,Uncategorized
"Triadimefon, total",Uncategorized,Uncategorized
Trichloronate,Uncategorized,Uncategorized
"Ziram, total",Uncategorized,Uncategorized
Dechlorane plus,Uncategorized,Uncategorized
Endothall salts and esters,Nutrients,Dissolved Oxygen
Methamidophos,Toxic Organics,Toxic Organics
Ethylene thiourea,Toxic Organics,Toxic Organics
Benefin,Toxic Organics,Toxic Organics
Delnav,Uncategorized,Uncategorized
Dyfonate,Uncategorized,Uncategorized
Kelthane,Uncategorized,Uncategorized
Pentachlorophenol,Toxic Organics,Toxic Organics
Atrazine,Toxic Organics,Toxic Organics
Propanil,Uncategorized,Uncategorized
"Chlor, phenoxy acid gp, none found",pH,pH
"2,4,5-TP[silvex] acids/salts, whole water sample",Toxic Organics,Toxic Organics
Phosphated pesticides,Toxic Organics,Toxic Organics
Total purgeable halocarbons,Organics,COD
"Di[2-ethylhexyl] phthalate [DEHP], dry wgt",Toxic Organics,Toxic Organics
Chloral hydrate,Uncategorized,Uncategorized
"2,2-Dichlorovinyldimethyl phosphate",Toxic Organics,Toxic Organics
Di-n-butyl phthalate,Toxic Organics,Toxic Organics
"Di-n-butyl phthalate, dry weight",Toxic Organics,Toxic Organics
Phthalate esters,Toxic Organics,Toxic Organics
Benzidine,Toxic Organics,Toxic Organics
"Benzidine, dry weight",Toxic Organics,Toxic Organics
Dimethoxybenzidine,Toxic Organics,Toxic Organics
Chlorendic acid,pH,pH
Didecyl dimethyl ammonium chloride,Toxic Organics,Toxic Organics
Dichlone,Uncategorized,Uncategorized
Alachlor,Uncategorized,Uncategorized
Vinyl chloride,Toxic Organics,Toxic Organics
Trichloroethylene,Toxic Organics,Toxic Organics
"4,4'-DDT",Toxic Organics,Toxic Organics
"o,p'-DDT",Toxic Organics,Toxic Organics
"4,4'-DDD",Toxic Organics,Toxic Organics
"4,4'-DDE",Toxic Organics,Toxic Organics
Aldrin,Toxic Organics,Toxic Organics
"Aldrin, dry weight",Toxic Organics,Toxic Organics
.alpha.-BHC,Other,Other
.beta.-BHC,Other,Other
Gamma-BHC,Other,Radiation
.gamma.-BHC,Other,Radiation
"Chlordane, .alpha.-, whole water",Other,Other
Chlordane [tech mix. and metabolites],Toxic Organics,Toxic Organics
"Chlordane [tech mix & metabs], dry wgt",Toxic Organics,Toxic Organics
Ronnel,Uncategorized,Uncategorized
DDD in whole water sample,Toxic Organics,Toxic Organics
DDE,Toxic Organics,Toxic Organics
DDT,Toxic Organics,Toxic Organics
"DDT, dry weight",Toxic Organics,Toxic Organics
"DDT/DDD/DDE, sum of p,p' & o,p' isomers",Toxic Organics,Toxic Organics
"Dieldrin, dry weight",Toxic Organics,Toxic Organics
"Endosulfan, total",Toxic Organics,Toxic Organics
"Endosulfan, bottom deposits, dry solids",Toxic Organics,Toxic Organics
Ethion,Uncategorized,Uncategorized
"Toxaphene, dry weight",Toxic Organics,Toxic Organics
Heptachlor,Toxic Organics,Toxic Organics
Chlorobenzilate,Toxic Organics,Toxic Organics
Methoxychlor,Toxic Organics,Toxic Organics
PCB-1221,Toxic Organics,Toxic Organics
PCB-1232,Toxic Organics,Toxic Organics
"PCB-1232 bot. dep., dry solid",Toxic Organics,Toxic Organics
PCB-1242,Toxic Organics,Toxic Organics
"PCB-1242 bot. dep., dry solid",Toxic Organics,Toxic Organics
PCB-1248,Toxic Organics,Toxic Organics
Propham,Uncategorized,Uncategorized
"PCB-1248, bot. dep.,dry solid",Toxic Organics,Toxic Organics
"Sodium, % total cations",Solids,Dissolved Solids
"Cadmium, dry weight",Metals,Cadmium
Process to significntly reduce pathogens,Pathogens,Pathogens
Process to further reduce pathogens,Pathogens,Pathogens
"Dioxathion, total",Uncategorized,Uncategorized
"Hydroxyquinoline, total",Uncategorized,Uncategorized
"4-Dodecene, total effluent",Toxic Organics,Toxic Organics
"Diethylene glycol dinitrate, total",Toxic Organics,Toxic Organics
"Metrioltrinitrate, total",Nutrients,Nitrogen
Equipment inspection - visual,Other,Other
"Chlordane, .alpha.-, dry weight",Other,Other
".gamma.-Chlordane, dry weight",Other,Radiation
Rainfall,Other,Other
Methylene blue active substances,Toxic Organics,Toxic Organics
"BOD, 5-day, 20 deg C per cfs of streamflw",Organics,COD
"Chloride, per cfs of streamflow",Solids,Dissolved Solids
"Coliform, fecal MPN + membrane ftl 44.5 C",Toxic Organics,Toxic Organics
Diffuser validation rpt % effl mix zone,Uncategorized,Uncategorized
Sodium salt of acifluorofen,Solids,Dissolved Solids
Annual whole sludge application rate,pH,pH
Ann. amt sludge disposed by other method,Toxic Organics,Toxic Organics
Annual amt of sludge incinerated,Uncategorized,Uncategorized
"Annual sludge production, total",Uncategorized,Uncategorized
Annual amount of sludge land applied,Uncategorized,Uncategorized
Annual amt. sludge disposed surface unit,Uncategorized,Uncategorized
Annual amt sludge disposed in landfill,Uncategorized,Uncategorized
Annual amt sludge transported interstate,Uncategorized,Uncategorized
Unit w/liner/leachate collection system,Uncategorized,Uncategorized
Unit boundary to property line distance,Uncategorized,Uncategorized
Compliance w/part 258 sludge requirement,Uncategorized,Uncategorized
"Selenium, sludge, total, dry weight [as Se]",Metals,Selenium
"Effluent back pressure, discharge pipe",Uncategorized,Uncategorized
"1,2-Dibromo-3-chloropropane",Toxic Organics,Toxic Organics
"WWT drill fluids/cuttings, TDS",Metals,Tin
"WWT drill fluids/cuttings, oil & grease",Other,Fuel
"WWT drill fluids/cuttings, zinc",Metals,Zinc
"Well fluids, priority pollutants disch",Uncategorized,Uncategorized
"Formation test fluids, free oil",Other,Fuel
"Excess cement slurry, free oil",Other,Fuel
WWT drill fluids/cuttings free oil,Other,Fuel
"Sanitary waste, BOD, 5-day",Organics,COD
"WWT drill fluids/cuttings, pH",Metals,Tin
"Well fluids, pH",pH,pH
"WWT drill fluids/cuttings, TSS",Metals,Tin
"Sanitary waste, TSS",Solids,Suspended Solids
"WWT drill fluids/cuttings, COD",Metals,Tin
"WWT drill fluid/cutting, haz metal disch",Metals,Tin
"WWT drill fluids/cuttings, chromium",Metals,Tin
"WWT drill fluids/cuttings, chlorides",Metals,Tin
"Formation test fluids, pH",Toxic Organics,Toxic Organics
"Sanitary waste, fecal coliform",Toxic Organics,Toxic Organics
Pentachloronitrobenzene,Toxic Organics,Toxic Organics
Macroinvertebrate assessment,Uncategorized,Uncategorized
"trans-1,4-Dichloro-2-butene",Toxic Organics,Toxic Organics
"Norflurazon, total recoverable",Uncategorized,Uncategorized
"Chlorothalonil, total recoverable",Uncategorized,Uncategorized
"Bromoxynil, total recoverble",Uncategorized,Uncategorized
"Glycol, total",Uncategorized,Uncategorized
BTEX,Uncategorized,Uncategorized
"Facility operated during month, # days",Other,Other
"Misc. discharges, free oil",Other,Fuel
"1,1-Difluoroethane, total, water ug/L",Toxic Organics,Toxic Organics
"Difluoromethane, total,water",Toxic Organics,Toxic Organics
"Tetrafluroethane-1,1,1,2, total,water",Uncategorized,Uncategorized
"1-Chloro-1,1,2,2,2-pentafluoroethane, water",Toxic Organics,Toxic Organics
2-Methoxyethanol,Toxic Organics,Toxic Organics
"N,N-Dimethylaniline",Toxic Organics,Toxic Organics
"Silver, total dry weight, sludge mt",Metals,Silver
Molinate,Toxic Organics,Toxic Organics
Pebulate,Uncategorized,Uncategorized
Devrinol [Napropamide],Uncategorized,Uncategorized
"Arsenic total, dry weight, sludge",Metals,Arsenic
"Nitrogen, total Kjeldahl",Nutrients,Nitrogen
Ultraviolet light intensity,Uncategorized,Uncategorized
"Betz slimicide C-31, total",Uncategorized,Uncategorized
"Betz slimicide C-74, total",Uncategorized,Uncategorized
Ammonium picrate,Nutrients,Nitrogen
"Flash point, deg C [40 CFR 403/261.21]",Uncategorized,Uncategorized
Propylene glycol monobutyl ether,Toxic Organics,Toxic Organics
Isophorone,Toxic Organics,Toxic Organics
"Isophorone, dry weight",Toxic Organics,Toxic Organics
Methyl bromide [Bromomethane],Toxic Organics,Toxic Organics
"Methyl bromide, dry weight",Toxic Organics,Toxic Organics
Methyl chloride [Chloromethane],Toxic Organics,Toxic Organics
"Methyl chloride, dry weight",Toxic Organics,Toxic Organics
Methylene chloride,Toxic Organics,Toxic Organics
"Methylene chloride, suspended",Toxic Organics,Toxic Organics
"Methylene chloride, dry weight",Toxic Organics,Toxic Organics
N-Nitrosodi-N-propylamine,Toxic Organics,Toxic Organics
"N-Nitrosodi-N-propylamine, dry weight",Toxic Organics,Toxic Organics
N-Nitrosodiphenylamine,Toxic Organics,Toxic Organics
"N-Nitrosodiphenylamine, dry weight",Toxic Organics,Toxic Organics
N-Nitrosodimethylamine [NDMA],Toxic Organics,Toxic Organics
"N-Nitrosodimethylamine, dry weight",Toxic Organics,Toxic Organics
Static 1Hr Chronic Colobocentr. Atratus,Aquatic Toxicity,Aquatic Toxicity
Static 1Hr Chronic Tripneustes Gratilla,Aquatic Toxicity,Aquatic Toxicity
Static 1Hr Chronic Coloboentr. Atratus,Aquatic Toxicity,Aquatic Toxicity
Static 72Hr Chronic Strongyl. Purpuratus,Aquatic Toxicity,Aquatic Toxicity
Static 72Hr Chronic Dendraster Excentri.,Aquatic Toxicity,Aquatic Toxicity
Static 48Hr Chronic Macrocystis Pyrifera,Aquatic Toxicity,Aquatic Toxicity
Static 48Hr Chronic Crassostrea Gigas,Other,Fuel
Static 48Hr Chronic Mytilis Edulis,Aquatic Toxicity,Aquatic Toxicity
Static 48Hr Chronic Haliotis Rufescens,Aquatic Toxicity,Aquatic Toxicity
Flow Thru 48Hr Chronic Dendraster Excentri.,Aquatic Toxicity,Aquatic Toxicity
Static Renewal 7-Day Chronic Ceriodaphnia dubia,Toxic Organics,Toxic Organics
Static Renewal 7-Day Chronic Mysidopsis bahia,Toxic Organics,Toxic Organics
Static Renewal 7-Day Chronic Holmesimysis costata,Toxic Organics,Toxic Organics
Static Renewal 7-Day Chronic Pimphales promelas,Toxic Organics,Toxic Organics
Static Renewal 7-Day Chronic Menidia beryllina,Toxic Organics,Toxic Organics
Static Renewal 7-Day Chronic Atherinops affinis,Toxic Organics,Toxic Organics
Static 96Hr Chronic Selen. Capricornutum,Aquatic Toxicity,Aquatic Toxicity
Static 96Hr Chronic Thalassiosira Pseudonana Mar.Diat,Aquatic Toxicity,Aquatic Toxicity
Static 20Min Chronic Strongyl. Purpuratus,Aquatic Toxicity,Aquatic Toxicity
%Fert Static 1Hr Chronic Colobocentr. Atratus,Aquatic Toxicity,Aquatic Toxicity
%Fert Static 1Hr Chronic Tripneustes Gratilla,Aquatic Toxicity,Aquatic Toxicity
%Fert Statre 7Da Chronic Ceriodaphnia,Aquatic Toxicity,Aquatic Toxicity
%Repro Reduc Statre7D Chronic Ceriodaphnia,Aquatic Toxicity,Aquatic Toxicity
%Repro Reduc Statre 7D Mysid. Bahia,Uncategorized,Uncategorized
%Repr 7D Chronic Statre D. Ambigua,Aquatic Toxicity,Aquatic Toxicity
Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,Toxic Organics,Toxic Organics
Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Americamysis bahia,Toxic Organics,Toxic Organics
Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Menidia menidia,Toxic Organics,Toxic Organics
Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Pinephales promelas,Toxic Organics,Toxic Organics
"Solids, total dissolved",Solids,Suspended Solids
"Solids, total dissolved [TDS]",Solids,Dissolved Solids
"Solids, total susp. per 1000 gallons",Solids,Suspended Solids
"Solids, total dissolved- 180 deg. C",Solids,Suspended Solids
"Solids, dissolved- tons",Solids,Suspended Solids
"pH, CaCO3 stability",pH,alkalinity
Daconil [C8Cl4N2],Uncategorized,Uncategorized
Sediment sample [dry weight],Solids,Suspended Solids
"Solids, total, percent",Solids,Suspended Solids
"Solids, fixed, % of total solids",Solids,Suspended Solids
"Sludge weight, wet",Uncategorized,Uncategorized
"Solids, volatile % of total solids",Solids,Suspended Solids
"Solids, volatile susp., in mixed liquor",Solids,Suspended Solids
"Chloride, organic, total",Solids,Dissolved Solids
"Organic halides, total",Uncategorized,Uncategorized
"Phosphate, total, color method [as P]",Toxic Organics,Toxic Organics
"Phosphate, dissolved color method [as P]",Toxic Organics,Toxic Organics
