PARAMETER_CODE,PARAMETER_DESC,POLLUTANT_CODE,STATUS_FLAG,UNIT_GROUP_CODE,PERCENT_REMOVAL_FLAG,PERCENT_EXCEEDENCE_FLAG,SNC_FLAG,IR_PARAMETER_DESC,PARENT_CATEGORY,SUB_CATEGORY,PARAMETER_CODE_CLEAN
TMM3B,LC10 Statre 48Hr Acute Ceriodaphnia,4677,A,16,,Y,,,,,TMM3B
TMM3C,LC10 Statre 48Hr Acute D. Magna,4677,A,16,,Y,,,,,TMM3C
TMN3B,LC10 Statre 96Hr Acuceriodaphnia,4677,A,16,,Y,,,,,TMN3B
TMN3E,LC10 Statre 96Hr Acumysid. Bahia,4677,A,16,,Y,,,,,TMN3E
TMN6B,LC10 Statre 96Hr Acumenidia,4677,A,16,,Y,,,,,TMN6B
TMN6C,LC10 Statre 96Hr Acute Pimephales,4677,A,16,,Y,,,,,TMN6C
TNA3C,LC20 Static 48Hr Acute Ceriodaphnia,4677,A,16,,Y,,,,,TNA3C
TNA3E,LC20 Static 48Hr Acute Mysid. Bahia,4677,A,16,,Y,,,,,TNA3E
TNB1A,LC20 96Hr Acute Selen. Capr.,4677,A,16,,Y,,,,,TNB1A
TNB1B,LC20 96Hr Acute L. Minor,4677,A,16,,Y,,,,,TNB1B
TNB3B,LC20 Static 96Hr Acute Ceriodaphnia,4677,A,16,,Y,,,,,TNB3B
TNB3E,LC20 Static 96Hr Acute Mysid. Bahia,4677,A,16,,Y,,,,,TNB3E
TNB6B,LC20 Static 96Hr Acute Menidia,4677,A,16,,Y,,,,,TNB6B
TNB6C,LC20 Static 96Hr Acute Pimephales,4677,A,16,,Y,,,,,TNB6C
TNB6H,LC20 Static 96Hr Acute Cyprinella Leedsi,4677,A,16,,Y,,,,,TNB6H
TNC1A,LC20 4Day Chronic Selen. Capr.,4677,A,16,,Y,,,,,TNC1A
TNC1B,LC20 4Day Chr. L. Minor,4677,A,16,,Y,,,,,TNC1B
TNE1A,LC20 1Hr Chronic Selen. Capr.,4677,A,16,,Y,,,,,TNE1A
TNE1B,LC20 1Hr Chronic L. Minor,4677,A,16,,Y,,,,,TNE1B
TNF1A,"LC20 48Hr Chr, 5-7 Day Rec. Selen. Capr.",4677,A,16,,Y,,,,,TNF1A
TNF1B,"LC20 48Hr Chr, 5-7 Day Rec. L. Minor",4677,A,16,,Y,,,,,TNF1B
TNG1A,LC20 1Hr Fert. Test Chronic Selen Capr.,4677,A,16,,Y,,,,,TNG1A
TNG1B,LC20 1Hr Fert. Test Chronic L. Minor,4677,A,16,,Y,,,,,TNG1B
TNN3B,LC20 Statre 96Hr Acute Ceriodaphnia,4677,A,16,,Y,,,,,TNN3B
TNN3E,LC20 Statre 96Hr Acumysid Bahia,4677,A,16,,Y,,,,,TNN3E
TNN6B,LC20 Statre 96Hr Acumenidia,4677,A,16,,Y,,,,,TNN6B
TNN6C,LC20 Static Renewal 96Hr Acupimephales,4677,A,59,,Y,,,,,TNN6C
TNN6H,LC20 Statre 96Hr Acucyprinella Leedsi,4677,A,16,,Y,,,,,TNN6H
TNP3C,LC20 Statre 7Day Chrceriodaphnia,4677,A,16,,Y,,,,,TNP3C
TNP3E,LC20 Statre 7Day Chrmysid. Bahia,4677,A,16,,Y,,,,,TNP3E
TOM3C,NOEC Lethal Static Renewal 48HR Acute Daphnia magna,4677,A,16,N,Y,,,,,TOM3C
TOM3D,NOEC Lethal Static Renewal 48HR Acute Daphnia pulex,4677,A,16,N,Y,,,,,TOM3D
TOM3E,NOEC Lethal Static Renewal 48HR Acute Americamysis bahia,4677,A,16,N,Y,,,,,TOM3E
TOM6A,NOEC Lethal Static Renewal 48HR Acute Cyprinodeon variegatus,4677,A,16,N,Y,,,,,TOM6A
TOM6B,NOEC Lethal Static Renewal 48HR Acute Menidia menidia,4677,A,16,N,Y,,,,,TOM6B
TOM6C,NOEC Lethal Static Renewal 48HR Acute Pimephales promelas,4677,A,16,N,Y,,,,,TOM6C
TOP3B,NOEC Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,A,16,N,Y,,,,,TOP3B
TOP3E,NOEC Lethal Static Renewal 7 Day Chronic Americamysis bahia,4677,A,16,N,Y,,,,,TOP3E
61189,"Carbosulfan, total",11043,A,59,,Y,2.0,,,,61189
61194,"Halogen, total residual",11377,A,59,,Y,2.0,,,,61194
61209,Perchlorate [ClO4],3215,A,59,,Y,,Perchlorate [ClO4],Uncommon,Uncommon,61209
61210,"Fats, oils & grease [total o & g less TPH]",12427,A,59,,Y,,,,,61210
61211,Enterococci,11237,A,22,,Y,,Enterococci,Pathogens,Pathogens,61211
61216,Time of bromine addition,12411,A,126,,Y,,,,,61216
61217,Time of ferrous sulfate addition,12412,A,126,,Y,,,,,61217
61224,Diazoxon,12058,A,59,,Y,,,,,61224
61230,Cryptosporidium,1274,A,22,,Y,,Cryptosporidium,Uncommon,Uncommon,61230
61237,"Chlorinated hydrocarbons, total",10306,A,59,,Y,,,,,61237
61400,Bioassay [24 hr.],10974,A,151,,Y,,,,,61400
61401,Bioassay [48 hr.],10975,A,151,,Y,,,,,61401
61402,Bioassay [96 hr.],10976,A,151,,Y,,,,,61402
61406,"Toxicity, final conc toxicity units",12437,A,49,,Y,,,,,61406
61425,"Toxicity [acute], Ceriodaphnia dubia",4245,A,153,,Y,,,,,61425
61426,"Toxicity [chronic], Ceriodaphnia dubia",4245,A,153,,Y,,,,,61426
61427,"Toxicity [acute], Pimephales promelas [Fathead Minnow]",4245,A,153,,Y,,,,,61427
61428,"Toxicity [chronic], Pimephales promelas [Fathead Minnow]",4245,A,153,,Y,,,,,61428
61453,"Biological diversity, Shannon-Weaver index",10978,A,39,,N,,,,,61453
61491,"Lindane, dry weight",10228,A,59,,Y,,,,,61491
61503,"Lead, sludge solid",6562,A,59,,Y,2.0,,,,61503
61504,"Lead, sludge total",6562,A,59,,Y,2.0,,,,61504
61506,"Copper, sludge solid",1165,A,59,,Y,2.0,,,,61506
61507,"Copper, sludge total",1165,A,59,,Y,2.0,,,,61507
61509,"Zinc, sludge solid",6352,A,59,,Y,2.0,,,,61509
61510,"Zinc, sludge total",6352,A,59,,Y,2.0,,,,61510
61512,"Chromium, sludge solid",1012,A,59,,Y,2.0,,,,61512
61513,"Chromium, sludge total",1012,A,59,,Y,2.0,,,,61513
61515,"Nickel, sludge solid",2741,A,59,,Y,2.0,,,,61515
61516,"Nickel, sludge total",2741,A,59,,Y,2.0,,,,61516
61518,"Selenium, sludge solid",3666,A,59,,Y,2.0,,,,61518
61521,"Arsenic, sludge tot. dry wt [as As]",467,A,59,,Y,,,,,61521
61524,"Beryllium, sludge, tot. dry wt [as Be]",4915,A,59,,Y,,,,,61524
61527,"Cadmium, sludge solid",776,A,59,,Y,2.0,,,,61527
61528,"Cadmium, sludge total",776,A,59,,Y,2.0,,,,61528
61533,Nitrogen sludge solid,2817,A,59,,Y,1.0,,,,61533
61534,Nitrogen sludge total,2817,A,59,,Y,1.0,,,,61534
61536,"Nitrogen, ammonia, sludge solid",375,A,59,N,Y,1.0,,,,61536
61539,Nitrogen [as NO3] sludge solid,5713,A,59,,Y,1.0,,,,61539
61553,"Solids, total, sludge, percent",12259,A,16,,Y,,,,,61553
61556,"Cyanide, sludge solid",5123,A,59,,Y,2.0,,,,61556
61565,"Phenolic compounds, sludge total, dry weight",10397,A,59,,Y,2.0,,,,61565
61574,Ammonia [as N] + unionized ammonia,375,A,59,,Y,1.0,,,,61574
61575,Net rate of additionof heat,11881,A,74,,Y,,,,,61575
61576,Temp. diff. between intake and discharge,12371,A,76,,Y,,,,,61576
61577,Temp. diff. between intake and discharge,12371,A,71,,Y,,,,,61577
61579,Orthene,10399,A,59,,Y,2.0,,,,61579
61730,Inorganic suspended solids,12297,A,59,,Y,,,,,61730
61736,"Turbidity, time above limit",12454,A,125,,Y,,"Turbidity, time above limit",Color and Turbidity,Turbidity,61736
61916,"1,3-Diaminourea",11060,A,59,,Y,2.0,,,,61916
61938,Ultraviolet light dosage,12456,A,38,,Y,,Ultraviolet light dosage,Uncommon,Uncommon,61938
61941,"pH, maximum",12530,A,7,,N,,,,,61941
61942,"pH, minimum",12531,A,7,,N,,,,,61942
70002,Phenylpropanolamine,10944,A,59,,Y,2.0,,,,70002
70003,Acetaminophen,10778,A,59,,Y,2.0,,,,70003
70004,Phenyltoloxamine,11243,A,59,,Y,2.0,,,,70004
70005,Chloroxazone,10709,A,59,,Y,2.0,,,,70005
70006,Chlorpheniramine,10738,A,59,,Y,2.0,,,,70006
70007,Methocarbamol,10641,A,59,,Y,2.0,,,,70007
70008,Ephedrine sulfate,10945,A,59,,Y,2.0,,,,70008
70009,Bromochloromethane,11659,A,59,,Y,2.0,,,,70009
70010,Dichlorofluoromethane,11667,A,59,,Y,2.0,,,,70010
70011,Isodecyl diphenyl phosphate,12060,A,59,,Y,2.0,,,,70011
70012,4-Chloro-3-methylphenol,12036,A,59,,Y,2.0,4-Chloro-3-methylphenol,Uncommon,Uncommon,70012
70013,"Temp. difference, summer [deg. F]",12375,A,8,,Y,,,,,70013
70014,"Temp. difference, winter [deg. F]",12376,A,8,,Y,,,,,70014
70015,"Freon, total",11095,A,59,,Y,2.0,,,,70015
70017,Hexachloropentadiene,10662,A,59,,Y,2.0,,,,70017
70018,Isoxsuprine,10947,A,59,,Y,2.0,,,,70018
70019,Hydroxyzine,11278,A,59,,Y,2.0,,,,70019
70022,"1,2,4-Trichlorobenzene, total",10130,A,59,,Y,2.0,,,,70022
70023,Chromium hexavalent [as Cr],10214,A,77,,Y,,,,,70023
70024,"Solids, large fraction, suspended",12237,A,65,,Y,,,,,70024
70025,"Solids, small fraction, suspended",12239,A,65,,Y,,,,,70025
70026,"BOD, 5-day, total",10178,A,80,,Y,,,,,70026
70027,"COD, 25N K2Cr207, tot",11074,A,77,,Y,,,,,70027
70028,"Chromium, total [as Cr]",1012,A,77,,Y,,"Chromium, total [as Cr]",Uncommon,Uncommon,70028
70029,"Phenolic compounds, total",10397,A,59,N,Y,2.0,,,,70029
70030,"Oil & grease, total recoverable",10364,A,77,,Y,,,,,70030
70031,"Solids, total suspended",10486,I,77,,Y,,"Solids, total suspended",Solids,Suspended Solids,70031
70226,Current direction deg from true north,11119,A,81,,N,,,,,70226
TDM6C,Noael Statre 48Hr Acute Pimephales,4677,A,16,,Y,,,,,TDM6C
TDN1A,Noael Statre 96Hr Acute Selen. Capr.,4677,A,16,,Y,,,,,TDN1A
TDN1B,Noael Statre 96Hr Acute L. Minor,4677,A,16,,Y,,,,,TDN1B
TDN1C,Noael Statre 96Hr Acu. Champia,4677,A,16,,Y,,,,,TDN1C
TDN3A,Noael Statre 96Hr Acute Arbacia,4677,A,16,,Y,,,,,TDN3A
TDN3B,Noael Statre 96Hr Acute Ceriodaphnia,4677,A,16,,Y,,,,,TDN3B
TDN3C,Noael Statre 96Hr Acute D. Magna,4677,A,16,,Y,,,,,TDN3C
TDN3D,Noael Statre 96Hr Acute D. Pulex,4677,A,16,,Y,,,,,TDN3D
TDN3E,Noael Statre 96Hr Acute Mysid. Bahia,4677,A,16,,Y,,,,,TDN3E
TDN6A,Noael Statre 96Hr Acute Cyprinodon,4677,A,16,,Y,,,,,TDN6A
TDN6B,Noael Statre 96Hr Acute Menidia,4677,A,16,,Y,,,,,TDN6B
TDN6C,Noael Statre 96Hr Acute Pimephales,4677,A,16,,Y,,,,,TDN6C
TDN6E,Noael Statre 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,,,,TDN6E
TDO1A,Noael Statre 4Day Chronic Selen. Capr.,4677,A,16,,Y,,,,,TDO1A
TDO1B,Noael Statre 4Day Chronic L. Minor,4677,A,16,,Y,,,,,TDO1B
TDO1C,Noael Statre 4Day Chronic Champia,4677,A,16,,Y,,,,,TDO1C
TDO3A,Noael Statre 4Day Chronic Arbacia,4677,A,16,,Y,,,,,TDO3A
TDO3B,Noael Statre 4Day Chronic Ceriodaphnia,4677,A,16,,Y,,,,,TDO3B
TDO3C,Noael Statre 4Day Chronic D. Magna,4677,A,16,,Y,,,,,TDO3C
TDO3D,Noael Statre 4Day Chronic D. Pulex,4677,A,16,,Y,,,,,TDO3D
TDO3E,Noael Statre 4Day Chronic Mysid. Bahia,4677,A,16,,Y,,,,,TDO3E
TDO6A,Noael Statre 4Day Chronic Cyprinodon,4677,A,16,,Y,,,,,TDO6A
TDO6B,Noael Statre 4Day Chronic Menidia,4677,A,16,,Y,,,,,TDO6B
TDO6C,Noael Statre 4Day Chronic Pimephales,4677,A,16,,Y,,,,,TDO6C
TDO6E,Noael Statre 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,,,,,TDO6E
TDP1A,Noael Statre 7Day Chronic Selen. Capr.,4677,A,16,,Y,,,,,TDP1A
TDP1B,Noael Statre 7Day Chronic L. Minor,4677,A,16,,Y,,,,,TDP1B
TDP1C,Noael Statre 7Day Chronic Champia,4677,A,16,,Y,,,,,TDP1C
TDP3A,Noael Statre 7Day Chronic Arbacia,4677,A,16,,Y,,,,,TDP3A
TDP3B,Noael Statre 7Day Chronic Ceriodaphnia,4677,A,16,,Y,,,,,TDP3B
TDP3C,Noael Statre 7Day Chronic D. Magna,4677,A,16,,Y,,,,,TDP3C
TDP3D,Noael Statre 7Day Chronic D. Pulex,4677,A,16,,Y,,,,,TDP3D
TDP3E,Noael Statre 7Day Chronic Mysid. Bahia,4677,A,16,,Y,,,,,TDP3E
TDP6A,Noael Statre 7Day Chronic Cyprinodon,4677,A,16,,Y,,,,,TDP6A
TDP6B,Noael Statre 7Day Chronic Menidia,4677,A,16,,Y,,,,,TDP6B
TDP6C,Noael Statre 7Day Chronic Pimephales,4677,A,16,,Y,,,,,TDP6C
TDP6E,Noael Statre 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,,,,TDP6E
TDW6E,Noael Flth 48Hr Acute Lepomis Macrochi,4677,A,16,,Y,,,,,TDW6E
TDX6E,Noael Flth 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,,,,TDX6E
TDY6E,Noael Flth 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,,,,,TDY6E
TDZ6E,Noael Flth 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,,,,TDZ6E
TEA6E,Low Flow Pass/Fail Static 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,,,,TEA6E
TEB6E,LF Pass/Fail Static 96Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,,,,TEB6E
TEC6E,LF Pass/Fail Static 4Day Chronic Lepomis Macrochirus,4677,A,16,,Y,,,,,TEC6E
TED6E,LF Pass/Fail Static 7Day Chronic Lepomis Macrochirus,4677,A,16,,Y,,,,,TED6E
TEE3D,Low Flow Pass/Fail Static 1Hr Chronic Daphnia pulex,4677,A,55,,N,,,,,TEE3D
TEE6C,Low Flow Pass/Fail Static 1Hr Chronic Pimephales promelas,4677,A,55,,N,,,,,TEE6C
TEE6E,Low Flow Pass/Fail Static 1 Hr Chronic Lepomis macrochirus,4677,A,16,,Y,,,,,TEE6E
TEI3B,Low Flow Pass/Fail Static 24Hr Acute Ceriodaphnia Dubia,4677,A,55,,N,,,,,TEI3B
TEI3E,LF Pass/Fail Statre 7Day Chronic Mysid. Bahia,4677,A,55,,N,,,,,TEI3E
TEI6A,LF Pass/Fail Statre 7Day Chronic Cyprinodon,4677,A,55,,N,,,,,TEI6A
TEI6C,LF Pass/Fail Statre 7Day Chronic Pimephales,4677,A,55,,N,,,,,TEI6C
TEM3C,LF Pass/Fail Statre 48Hr Acute Daphnia Magna,4677,A,55,,N,,,,,TEM3C
TEM3D,Low Flow Pass/Fail Static Renewal 48Hr Acute Daphnia pulex,4677,A,55,,N,,,,,TEM3D
TEM3E,LF Pass/Fail Statre 48Hr Acute Mysidopis Bahia,4677,A,55,,N,,,,,TEM3E
TEM6A,LF Pass/Fail Statre 48Hr Acute Cyprinodon Variega,4677,A,55,,N,,,,,TEM6A
TEM6B,Low Flow Pass/Fail Static Renewal 48Hr Acute Menidia menidia,4677,A,55,,N,,,,,TEM6B
TEM6C,LF Pass/Fail Statre 48Hr Acute Pimephales Promela,4677,A,55,,N,,,,,TEM6C
TEM6E,Low Flow Pass/Fail Static Renewal 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,,,,TEM6E
TEN6E,LF Pass/Fail Statre 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,,,,TEN6E
TEO3E,LF Pass/Fail Statre 7Day Chronic Mysidopsis Bahia,4677,A,55,,N,,,,,TEO3E
TEO6A,LF Pass/Fail Statre 7Day Chronic Cyprinodon Variega,4677,A,55,,N,,,,,TEO6A
TEO6E,LF Pass/Fail Statre 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,,,,,TEO6E
TEP3B,Low Flow Pass/Fail Static Renewal 7Day Chronic Ceriodaphnia Dubia,4677,A,55,,N,,,,,TEP3B
TEP6C,LF Pass/Fail Statre 7Day Chronic Pimephales,4677,A,55,,N,,,,,TEP6C
TEP6E,LF Pass/Fail Statre 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,,,,TEP6E
TEW6E,LF Pass/Fail Flth 48Hr Acute Lepomis Macrochi,4677,A,16,,Y,,,,,TEW6E
TEX6E,LF Pass/Fail Flth 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,,,,TEX6E
78938,Isopropylidine dioxyphenol,10659,A,59,,Y,2.0,,,,78938
TFM3C,HLF Pass/Fail Statre 48Hr Acute Daphnia Magna,4677,A,55,,N,,,,,TFM3C
TFM3D,HLF Pass/Fail Statre 48Hr Acute Daphnia Pulex,4677,A,55,,N,,,,,TFM3D
TFM3E,HLF Pass/Fail Statre 48Hr Acute Mysidopis Bahia,4677,A,55,,N,,,,,TFM3E
TFM6A,HLF Pass/Fail Statre 48Hr Acute Cyprinodon Varie,4677,A,55,,N,,,,,TFM6A
TFM6C,HLF Pass/Fail Statre 48Hr Acute Pimephales Prome,4677,A,55,,N,,,,,TFM6C
TFM6E,Half Low Flow Pass/Fail Static Renewal 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,,,,TFM6E
TFN6E,HLF Pass/Fail Statre 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,,,,TFN6E
TFO3E,HLF Pass/Fail Statre 7Day Chronic Mysidopsis Bahia,4677,A,55,,N,,,,,TFO3E
TFO6A,HLF Pass/Fail Statre 7Day Chronic Cyprinodon Varie,4677,A,55,,N,,,,,TFO6A
TFO6E,HLF Pass/Fail Statre 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,,,,,TFO6E
TFP3B,HLF Pass/Fail Statre 7Day Chronic Ceriodaphnia,4677,A,55,,N,,,,,TFP3B
TFP6C,HLF Pass/Fail Statre 7Day Chronic Pimephales,4677,A,55,,N,,,,,TFP6C
TFP6E,HLF Pass/Fail Statre 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,,,,TFP6E
TFW6E,HLF Pass/Fail Flth 48Hr Acute Lepomis Macrochi,4677,A,16,,Y,,,,,TFW6E
TFX6E,HLF Pass/Fail Flth 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,,,,TFX6E
TFY6E,HLF Pass/Fail Flth 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,,,,,TFY6E
TFZ6E,HLF Pass/Fail Flth 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,,,,TFZ6E
TGA3B,Pass/Fail Static 48Hr Acute Ceriodaphnia,4677,A,55,,N,,,,,TGA3B
TGA3D,Pass/Fail Static 48Hr Acute D. Pulex,4677,A,55,,N,,,,,TGA3D
TGA3E,Pass/Fail Static 48Hr Acute Mysidopsis Bahia,4677,A,55,,N,,,,,TGA3E
TGA3X,Pass/Fail Static 48Hr Acute D. Ambigua,4677,A,55,,N,,,,,TGA3X
TGA6B,Pass/Fail Static 48Hr Acute Menidia,4677,A,55,,N,,,,,TGA6B
TGA6C,Pass/Fail Static 48Hr Acute Pimephales,4677,A,55,,N,,,,,TGA6C
TGA6E,Pass/Fail Static 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,,,,TGA6E
TGA6H,Pass/Fail Static 48Hr Acute Cyprinella Leedsi,4677,A,16,,Y,,,,,TGA6H
TGB3B,Pass/Fail Static 96Hr Acute Ceriodaphnia Dubia,4677,A,55,,N,,Pass/Fail Static 96Hr Acute Ceriodaphnia Dubia,Aquatic Toxicity,Aquatic Toxicity,TGB3B
TGB6A,Pass/Fail Static 96 Hr Acute Cyprinodon Variega,4677,A,55,,N,,Pass/Fail Static 96 Hr Acute Cyprinodon Variega,Uncommon,Uncommon,TGB6A
TGB6C,Pass/Fail Static 96 Hr Acute Pimephales Promelas,4677,A,55,,N,,Pass/Fail Static 96 Hr Acute Pimephales Promelas,Uncommon,Uncommon,TGB6C
TGB6E,Pass/Fail Static 96Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,,,,TGB6E
TGC3D,Pass/Fail Static 4 Day Chronic Daphnia Pulex,4677,A,55,,N,,,,,TGC3D
TGC3E,Pass/Fail Static 4 Day Chronic Mysidopsis Bahia,4677,A,55,,N,,,,,TGC3E
TGC6A,Pass/Fail Static 4 Day Chronic Cyprinodon Variega,4677,A,55,,N,,,,,TGC6A
TGC6C,Pass/Fail Static 4 Day Chronic Pimephales Promelas,4677,A,55,,N,,,,,TGC6C
TGC6E,Pass/Fail Static 4 Day Chronic Lepomis macrochirus,4677,A,16,,Y,,,,,TGC6E
TGD6E,Pass/Fail Static 7Day Chronic Lepomis Macrochirus,4677,A,16,,Y,,,,,TGD6E
TGE3D,Pass/Fail Static 24Hr Acute Daphnia Pulex,4677,A,55,,N,,,,,TGE3D
TGE3E,Pass/Fail Static 24Hr Acute Mysid. Bahia,4677,A,55,,N,,,,,TGE3E
TGE6A,Pass/Fail Static 1Hr Chronic Cyprinodon variegatus,4677,A,55,,N,,,,,TGE6A
TGE6C,Pass/Fail Static 24Hr Acute Pimephales,4677,A,55,,N,,,,,TGE6C
TGE6E,Pass/Fail Static 1Hr Chronic Lepomis macrochirus,4677,A,16,,Y,,,,,TGE6E
TGM3B,Pass/Fail Statre 48Hr Acute Ceriodaphnia,4677,A,55,,N,,,,,TGM3B
TGM3E,Pass/Fail Statre 48Hr Acute Mysidopsis Bahia,4677,A,55,,N,,,,,TGM3E
TGM3G,Pass/Fail Statre 48Hr Acute Daphnia Species,4677,A,55,,N,,,,,TGM3G
TGM6B,Pass/Fail Statre 48Hr Acute Menidia,4677,A,55,,N,,,,,TGM6B
TGM6C,Pass/Fail Statre 48Hr Acute Pimephales Promelas,4677,A,55,,N,,,,,TGM6C
TGM6E,Pass/Fail Static Renewal 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,,,,TGM6E
TGN3B,Pass/Fail Static Renewal 96Hr Acute Ceriodaphnia,4677,A,55,,N,,,,,TGN3B
TGN3E,Pass/Fail Static Renewal 96Hr Acute Mysid. Bahia,4677,A,55,,N,,,,,TGN3E
TGN6B,Pass/Fail Static Renewal 96Hr Acute Menidia,4677,A,55,,N,,,,,TGN6B
TGN6C,Pass/Fail Static Renewal 96Hr Acute Pimephales Promelas,4677,A,55,,N,,Pass/Fail Static Renewal 96Hr Acute Pimephales Promelas,Uncommon,Uncommon,TGN6C
TGN6E,Pass/Fail Static Renewal 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,,,,TGN6E
TGN6H,Pass/Fail Static Renewal 96Hr Acute Cyprinella Leedsi,4677,A,55,,N,,,,,TGN6H
TGO6E,Pass/Fail Statre 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,,,,,TGO6E
TGP3B,Pass/Fail Static Renewal 7 Day Chronic Ceriodaphnia,4677,A,55,,N,,,,,TGP3B
TGP3E,Pass/Fail Static Renewal 7 Day Chronic Americamysis bahia,4677,A,55,,N,,,,,TGP3E
TGP3X,Pass/Fail Static Renewal 7 Day Chronic D. Ambigua,4677,A,55,,N,,,,,TGP3X
TGP6A,Pass/Fail Statre 7Day Chronic Cyprinodon,4677,A,55,,N,,,,,TGP6A
TGP6B,Pass/Fail Statre 7Day Chronic Menidia,4677,A,55,,N,,,,,TGP6B
TGP6C,Pass/Fail Statre 7Day Chronic Pimephales Promelas,4677,A,55,,N,,,,,TGP6C
TGP6E,Pass/Fail Statre 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,,,,TGP6E
TGP6H,Pass/Fail Statre 7Day Chronic Cyprinella Leedsi,4677,A,16,,Y,,,,,TGP6H
77161,"1,2-Dichloropropene",10692,A,59,,Y,2.0,,,,77161
TOP6A,NOEC Lethal Static Renewal 7 Day Chronic Cyprinodeon variegatus,4677,A,16,N,Y,,,,,TOP6A
TOP6B,NOEC Lethal Static Renewal 7 Day Chronic Menidia menidia,4677,A,16,N,Y,,,,,TOP6B
TOP6C,NOEC Lethal Static Renewal 7 Day Chronic Pimephales promelas,4677,A,16,N,Y,,,,,TOP6C
TPB1A,Noel Sub-Leth 96Hr Acute Selen. Capr.,4677,A,16,,Y,,,,,TPB1A
TPB1B,Noel Sub-Leth 96Hr Acute L. Minor,4677,A,16,,Y,,,,,TPB1B
TPC1A,Noel Sub-Leth 4Day Chronic Selen. Capr,4677,A,16,,Y,,,,,TPC1A
TPC1B,Noel Sub-Leth 4Day Chronic L. Minor,4677,A,16,,Y,,,,,TPC1B
TPE1A,Noel Sub-Leth 1Hr Chronic Selen. Capr.,4677,A,16,,Y,,,,,TPE1A
TPE1B,Noel Sub-Leth 1Hr Chronic L. Minor,4677,A,16,,Y,,,,,TPE1B
TPF1A,"Noel Sub-Leth 48Hr Chr, 5-7 Day Rec. Selen. Capr.",4677,A,16,,Y,,,,,TPF1A
TPF1B,"Noel Sub-Leth 48Hr Chr, 5-7 Day Rec. L. Minor",4677,A,16,,Y,,,,,TPF1B
TPG1A,Noel Sub-Leth 1Hr Fert. Test Chronic Selen. Capr.,4677,A,16,,Y,,,,,TPG1A
TPG1B,Noel Sub-Leth 1Hr Fert. Test Chronic L. Minor,4677,A,16,,Y,,,,,TPG1B
TPP3B,NOEC Sub-Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,A,16,N,Y,,,,,TPP3B
TPP3E,NOEC Sub-Lethal Static Renewal 7 Day Chronic Americamysis bahia,4677,A,16,N,Y,,,,,TPP3E
TPP6A,NOEC Sub-Lethal Static Renewal 7 Day Chronic Cyprinodeon variegatus,4677,A,16,N,Y,,,,,TPP6A
TPP6B,NOEC Sub-Lethal Static Renewal 7 Day Chronic Menidia menidia,4677,A,16,N,Y,,,,,TPP6B
TPP6C,NOEC Sub-Lethal Static Renewal 7 Day Chronic Pimephales promelas,4677,A,16,N,Y,,,,,TPP6C
TQB1A,Coef Of Var 96Hr Acute Selen. Capr.,4677,A,16,,Y,,,,,TQB1A
TQB1B,Coef Of Var 96Hr Acute L. Minor,4677,A,16,,Y,,,,,TQB1B
TQC1A,Coef Of Var 4Day Chronic Selen. Capr.,4677,A,16,,Y,,,,,TQC1A
TQC1B,Coef Of Var 4Day Chronic L. Minor,4677,A,16,,Y,,,,,TQC1B
TQE1A,Coef Of Var 1Hr Chronic Selen. Capr.,4677,A,16,,Y,,,,,TQE1A
TQE1B,Coef Of Var 1Hr Chronic L. Minor,4677,A,16,,Y,,,,,TQE1B
TQF1A,"Coef Of Var 48Hr Chr, 5-7 Day Rec. Selen. Capr",4677,A,16,,Y,,,,,TQF1A
TQF1B,"Coef Of Var 48Hr Chr, 5-7 Day Rec. L. Minor",4677,A,16,,Y,,,,,TQF1B
TQG1A,Coef Of Var 1Hr Fert Test Chronic Selen. Capr.,4677,A,16,,Y,,,,,TQG1A
TQG1B,Coef Of Var 1Hr Fert Test Chronic L. Minor,4677,A,16,,Y,,,,,TQG1B
